epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,3114.41,0.71434,0.36742,0.84035,0.93242,0.84767,0.90553,0.68768,0.70656,0.52092,0.81379,0.00166149,0.00166149,0.00166149
76,3155.78,0.712,0.36418,0.84046,0.91472,0.85693,0.90527,0.68843,0.70482,0.53092,0.81384,0.00154982,0.00154982,0.00154982
77,3197.24,0.71313,0.36316,0.84205,0.92818,0.85164,0.90644,0.68916,0.70582,0.52202,0.81381,0.00144161,0.00144161,0.00144161
78,3239.15,0.70963,0.36318,0.8418,0.9201,0.85509,0.90606,0.69035,0.70564,0.51549,0.81385,0.00133695,0.00133695,0.00133695
79,3280.26,0.70772,0.36253,0.84137,0.93045,0.84728,0.90625,0.691,0.70535,0.50394,0.81361,0.00123596,0.00123596,0.00123596
80,3321.68,0.70207,0.35973,0.83809,0.92908,0.84721,0.90631,0.69076,0.70495,0.49837,0.81294,0.00113873,0.00113873,0.00113873
81,3363.14,0.6972,0.35553,0.83922,0.93173,0.84413,0.90764,0.69343,0.70358,0.49817,0.81308,0.00104537,0.00104537,0.00104537
82,3404.77,0.69939,0.35837,0.84017,0.934,0.84361,0.90748,0.69306,0.70188,0.49926,0.81281,0.000955951,0.000955951,0.000955951
83,3445.99,0.69814,0.35628,0.83894,0.92789,0.84363,0.90662,0.69216,0.70137,0.50277,0.81315,0.000870577,0.000870577,0.000870577
84,3486.66,0.69953,0.35773,0.84101,0.92739,0.84466,0.9067,0.69259,0.69924,0.51027,0.81274,0.000789327,0.000789327,0.000789327
85,3527.88,0.69083,0.3544,0.83851,0.93403,0.84266,0.90762,0.69355,0.69855,0.50759,0.81299,0.000712282,0.000712282,0.000712282
86,3569.58,0.6856,0.34962,0.83806,0.93468,0.8414,0.90792,0.69413,0.6987,0.51644,0.81305,0.000639518,0.000639518,0.000639518
87,3611.35,0.69842,0.3537,0.8387,0.93381,0.84352,0.90666,0.6938,0.69768,0.51655,0.81262,0.000571106,0.000571106,0.000571106
88,3652.6,0.69182,0.35381,0.83795,0.93312,0.8445,0.90592,0.69408,0.69677,0.51705,0.81278,0.000507115,0.000507115,0.000507115
89,3694.35,0.68965,0.35008,0.8374,0.93257,0.84462,0.9066,0.69412,0.69682,0.52308,0.81277,0.000447606,0.000447606,0.000447606
90,3735.54,0.68358,0.34665,0.8364,0.93236,0.84649,0.90703,0.69441,0.69738,0.52378,0.81276,0.00039264,0.00039264,0.00039264
91,3778.11,0.68079,0.32997,0.81582,0.92798,0.84738,0.90626,0.69265,0.70012,0.53016,0.81281,0.00034227,0.00034227,0.00034227
92,3819.34,0.6704,0.32702,0.81414,0.92722,0.847,0.90572,0.69148,0.70214,0.53585,0.81303,0.000296546,0.000296546,0.000296546
93,3860.44,0.66838,0.32333,0.81385,0.92707,0.84861,0.90624,0.69162,0.70351,0.53317,0.81341,0.000255513,0.000255513,0.000255513
94,3901.61,0.66638,0.32318,0.81529,0.92603,0.84896,0.90627,0.69179,0.70343,0.52622,0.81361,0.000219212,0.000219212,0.000219212
95,3943.35,0.66717,0.32214,0.81353,0.92692,0.84674,0.90601,0.69257,0.70364,0.52366,0.81354,0.000187678,0.000187678,0.000187678
96,3984.65,0.66242,0.32016,0.81531,0.92622,0.84579,0.90602,0.6919,0.70366,0.52115,0.81352,0.000160943,0.000160943,0.000160943
97,4026.24,0.6629,0.32061,0.81446,0.92912,0.84563,0.90546,0.69181,0.70318,0.51865,0.81354,0.000139032,0.000139032,0.000139032
98,4066.75,0.66229,0.32089,0.81429,0.92837,0.84574,0.90542,0.69234,0.70354,0.5172,0.81351,0.000121968,0.000121968,0.000121968
99,4107.21,0.65811,0.31995,0.81357,0.92897,0.84579,0.90544,0.69198,0.70296,0.51585,0.81339,0.000109768,0.000109768,0.000109768
100,4147.92,0.65926,0.32067,0.8123,0.92786,0.84719,0.9055,0.69312,0.70263,0.51543,0.81331,0.000102443,0.000102443,0.000102443
