epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,8580.79,0.9433,0.48093,0.98822,0.92675,0.86823,0.91291,0.52628,1.48175,0.61327,1.29858,0.00687222,0.00687222,0.00687222
78,8692.21,0.9499,0.48636,0.99381,0.91819,0.8718,0.91629,0.52574,1.48331,0.60993,1.30063,0.0067997,0.0067997,0.0067997
79,8803.6,0.93777,0.48057,0.98783,0.9196,0.87236,0.9168,0.5268,1.48542,0.60915,1.30121,0.00672675,0.00672675,0.00672675
80,8915.04,0.94166,0.48401,0.98704,0.91942,0.87414,0.91498,0.52723,1.48491,0.60909,1.30005,0.00665339,0.00665339,0.00665339
81,9026.63,0.94014,0.47874,0.98663,0.91331,0.87617,0.91433,0.52846,1.48506,0.60972,1.29996,0.00657963,0.00657963,0.00657963
82,9138.05,0.92974,0.47794,0.98528,0.91255,0.88279,0.91371,0.52842,1.4863,0.60956,1.30141,0.0065055,0.0065055,0.0065055
83,9249.56,0.92805,0.47655,0.98477,0.91153,0.88195,0.91271,0.52947,1.48704,0.60851,1.30122,0.00643101,0.00643101,0.00643101
84,9361.1,0.92214,0.47342,0.97818,0.91747,0.87698,0.91271,0.52741,1.48623,0.6093,1.30114,0.00635617,0.00635617,0.00635617
85,9472.56,0.9247,0.47261,0.98101,0.91968,0.87677,0.91181,0.52776,1.48615,0.60689,1.30187,0.00628101,0.00628101,0.00628101
86,9583.86,0.91879,0.46409,0.97529,0.91904,0.8772,0.91307,0.52754,1.4859,0.60613,1.30256,0.00620555,0.00620555,0.00620555
87,9695.06,0.92223,0.46745,0.98094,0.92034,0.87535,0.91364,0.52745,1.48658,0.60529,1.30239,0.00612981,0.00612981,0.00612981
88,9806.55,0.9209,0.46835,0.98047,0.92169,0.87556,0.91329,0.52536,1.48691,0.60617,1.30279,0.0060538,0.0060538,0.0060538
89,9917.89,0.91243,0.46419,0.97289,0.92022,0.8747,0.91274,0.52505,1.4877,0.60509,1.30297,0.00597754,0.00597754,0.00597754
90,10029.3,0.91062,0.46599,0.9729,0.91983,0.87668,0.91209,0.524,1.48682,0.60437,1.30193,0.00590105,0.00590105,0.00590105
91,10140.8,0.90623,0.4594,0.97208,0.91899,0.87206,0.91187,0.52522,1.48645,0.60397,1.30171,0.00582435,0.00582435,0.00582435
92,10252.3,0.89715,0.45548,0.96981,0.90258,0.88598,0.91215,0.52508,1.48531,0.60335,1.30141,0.00574746,0.00574746,0.00574746
93,10363.8,0.90035,0.45759,0.97259,0.89815,0.88975,0.9123,0.52515,1.48495,0.60403,1.30125,0.0056704,0.0056704,0.0056704
94,10475.2,0.89926,0.45799,0.97101,0.89937,0.88585,0.91192,0.52574,1.48423,0.60406,1.30112,0.00559318,0.00559318,0.00559318
95,10586.8,0.894,0.45139,0.96729,0.91325,0.87491,0.91238,0.52633,1.48392,0.60443,1.30142,0.00551584,0.00551584,0.00551584
96,10698.2,0.89548,0.45154,0.96961,0.87936,0.90629,0.91346,0.52648,1.482,0.6037,1.30094,0.00543837,0.00543837,0.00543837
97,10810.3,0.88872,0.44769,0.96654,0.87393,0.90121,0.90984,0.52646,1.48092,0.6033,1.3007,0.00536081,0.00536081,0.00536081
98,10921.5,0.8874,0.44917,0.96876,0.87518,0.90171,0.90952,0.52643,1.48048,0.6026,1.29997,0.00528318,0.00528318,0.00528318
