epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,4478.01,1.08143,0.53903,1.05078,0.91953,0.85418,0.91153,0.51776,1.46818,0.6307,1.28702,0.00694428,0.00694428,0.00694428
77,4537.01,1.07856,0.53655,1.05054,0.92354,0.85204,0.91324,0.51858,1.46943,0.63119,1.28745,0.00687222,0.00687222,0.00687222
78,4595.82,1.08112,0.54101,1.05779,0.91777,0.85251,0.91326,0.52023,1.46782,0.63065,1.28702,0.0067997,0.0067997,0.0067997
79,4654.32,1.07731,0.53684,1.05698,0.92044,0.84865,0.91232,0.51985,1.46892,0.63046,1.28784,0.00672675,0.00672675,0.00672675
80,4713.07,1.08025,0.5413,1.05172,0.92373,0.84339,0.91124,0.52182,1.46717,0.63131,1.28743,0.00665339,0.00665339,0.00665339
81,4771.57,1.07107,0.53574,1.04539,0.88962,0.87881,0.91138,0.52229,1.46365,0.63184,1.28527,0.00657963,0.00657963,0.00657963
82,4830.47,1.06874,0.53042,1.05046,0.89858,0.87768,0.91459,0.52299,1.46189,0.6313,1.28421,0.0065055,0.0065055,0.0065055
83,4889.19,1.06979,0.53065,1.04634,0.897,0.87832,0.91554,0.52511,1.46035,0.62986,1.28275,0.00643101,0.00643101,0.00643101
84,4947.95,1.05678,0.52728,1.038,0.89243,0.87907,0.91204,0.52592,1.45961,0.63277,1.28098,0.00635617,0.00635617,0.00635617
85,5006.87,1.05733,0.52424,1.04321,0.90649,0.86909,0.91219,0.52638,1.45951,0.63226,1.28079,0.00628101,0.00628101,0.00628101
86,5065.77,1.05533,0.52364,1.03821,0.89444,0.87595,0.91302,0.52622,1.45726,0.6294,1.27955,0.00620555,0.00620555,0.00620555
87,5124.4,1.05269,0.524,1.03875,0.89976,0.87653,0.91408,0.52591,1.45653,0.62812,1.27802,0.00612981,0.00612981,0.00612981
88,5182.64,1.04999,0.52246,1.04179,0.89675,0.88067,0.91299,0.52819,1.45422,0.62699,1.2775,0.0060538,0.0060538,0.0060538
89,5241.44,1.051,0.52321,1.03207,0.89956,0.88112,0.91422,0.52886,1.4516,0.62554,1.27531,0.00597754,0.00597754,0.00597754
90,5300.16,1.04885,0.52157,1.03468,0.8985,0.88291,0.91359,0.52923,1.45033,0.6262,1.27402,0.00590105,0.00590105,0.00590105
91,5358.93,1.04381,0.51723,1.03398,0.90244,0.87635,0.91345,0.52824,1.45072,0.62557,1.27413,0.00582435,0.00582435,0.00582435
92,5417.24,1.03779,0.51479,1.03151,0.89914,0.88174,0.91476,0.52855,1.45056,0.62603,1.27433,0.00574746,0.00574746,0.00574746
93,5475.93,1.03504,0.51348,1.03306,0.9021,0.87995,0.91484,0.52928,1.45058,0.62647,1.27322,0.0056704,0.0056704,0.0056704
94,5534.58,1.04025,0.51209,1.03143,0.91018,0.87433,0.91364,0.52963,1.44977,0.62542,1.27293,0.00559318,0.00559318,0.00559318
95,5593.25,1.02827,0.50482,1.02558,0.9092,0.87463,0.91508,0.52993,1.44963,0.62531,1.27303,0.00551584,0.00551584,0.00551584
96,5651.74,1.02455,0.50661,1.02682,0.90853,0.8718,0.91503,0.52957,1.45014,0.62417,1.2733,0.00543837,0.00543837,0.00543837
97,5710.46,1.02182,0.50528,1.02459,0.9123,0.87165,0.91556,0.53011,1.45027,0.62376,1.27342,0.00536081,0.00536081,0.00536081
98,5769.25,1.02823,0.50213,1.02943,0.91105,0.87545,0.91415,0.53147,1.44979,0.62205,1.27278,0.00528318,0.00528318,0.00528318
99,5827.77,1.01902,0.50375,1.02555,0.91052,0.87372,0.91537,0.53076,1.44948,0.62126,1.27222,0.00520548,0.00520548,0.00520548
100,5886.5,1.02319,0.50296,1.02406,0.90987,0.87293,0.91472,0.5314,1.44943,0.62121,1.2723,0.00512775,0.00512775,0.00512775
101,5945.39,1.01839,0.50032,1.02416,0.91139,0.87259,0.91522,0.53184,1.44947,0.62179,1.27263,0.00505,0.00505,0.00505
102,6004.37,1.01769,0.50003,1.02593,0.91417,0.86971,0.91586,0.53191,1.44905,0.62105,1.27275,0.00497225,0.00497225,0.00497225
103,6062.82,1.01101,0.49758,1.01523,0.91122,0.87065,0.91587,0.53198,1.44846,0.62042,1.27281,0.00489452,0.00489452,0.00489452
104,6121.93,1.01562,0.49801,1.0179,0.90915,0.87226,0.9156,0.53209,1.44883,0.61973,1.27275,0.00481682,0.00481682,0.00481682
105,6180.59,0.99826,0.49128,1.01823,0.90727,0.87406,0.91578,0.53188,1.44962,0.62022,1.27345,0.00473919,0.00473919,0.00473919
106,6239.56,1.01023,0.49363,1.01834,0.90696,0.87381,0.91531,0.53136,1.44948,0.61959,1.27358,0.00466163,0.00466163,0.00466163
107,6298.25,0.99654,0.48935,1.01296,0.91122,0.87459,0.91518,0.53211,1.44889,0.62059,1.27307,0.00458416,0.00458416,0.00458416
108,6357.05,0.99203,0.48369,1.00782,0.91004,0.87484,0.91553,0.53305,1.44823,0.62038,1.27259,0.00450682,0.00450682,0.00450682
109,6415.88,0.99902,0.48748,1.01158,0.91055,0.87665,0.9158,0.53344,1.44831,0.62005,1.27263,0.0044296,0.0044296,0.0044296
110,6474.43,0.99284,0.48455,1.01386,0.91313,0.87502,0.91567,0.53412,1.44811,0.62049,1.2724,0.00435254,0.00435254,0.00435254
111,6533.31,0.989,0.48039,1.01113,0.91132,0.87489,0.91562,0.53459,1.44763,0.62107,1.27235,0.00427565,0.00427565,0.00427565
112,6592.07,0.98315,0.4844,1.00859,0.91085,0.87467,0.91536,0.53469,1.44716,0.62104,1.27219,0.00419895,0.00419895,0.00419895
113,6651.06,0.98151,0.47409,1.00603,0.91112,0.87405,0.91538,0.53529,1.44653,0.62121,1.27194,0.00412246,0.00412246,0.00412246
114,6710.05,0.98281,0.4792,1.00833,0.90923,0.87451,0.91615,0.53591,1.44564,0.62167,1.27144,0.0040462,0.0040462,0.0040462
115,6768.7,0.9711,0.47357,1.00599,0.90806,0.87418,0.91548,0.53586,1.44555,0.62193,1.27132,0.00397019,0.00397019,0.00397019
116,6827.17,0.96595,0.477,1.00106,0.90579,0.87418,0.91551,0.53548,1.44544,0.6217,1.27117,0.00389445,0.00389445,0.00389445
117,6885.92,0.97331,0.47387,1.00335,0.90827,0.87492,0.91638,0.53529,1.44489,0.62106,1.27068,0.00381899,0.00381899,0.00381899
118,6944.7,0.97169,0.46983,1.00225,0.90948,0.87334,0.91655,0.5354,1.44451,0.6211,1.27011,0.00374383,0.00374383,0.00374383
119,7003.44,0.96456,0.46708,0.99626,0.90972,0.8725,0.9168,0.53652,1.44427,0.62079,1.26971,0.00366899,0.00366899,0.00366899
120,7061.95,0.96521,0.46746,0.9955,0.91015,0.87085,0.91729,0.53616,1.44313,0.6214,1.26954,0.0035945,0.0035945,0.0035945
121,7120.73,0.96422,0.46539,0.99626,0.91074,0.86928,0.91719,0.5372,1.44235,0.62087,1.26917,0.00352037,0.00352037,0.00352037
122,7179.36,0.95408,0.46063,0.99707,0.9108,0.86918,0.91736,0.53733,1.44171,0.62011,1.26883,0.00344661,0.00344661,0.00344661
123,7238.03,0.95987,0.46205,0.99238,0.91192,0.86907,0.91918,0.53795,1.44088,0.61949,1.268,0.00337325,0.00337325,0.00337325
124,7296.7,0.94965,0.46065,0.98659,0.91165,0.87121,0.91913,0.53816,1.44036,0.61962,1.26741,0.0033003,0.0033003,0.0033003
125,7355.51,0.94769,0.45828,0.98894,0.91308,0.87128,0.91934,0.53831,1.43996,0.61963,1.26724,0.00322778,0.00322778,0.00322778
126,7414.37,0.95008,0.46431,0.99084,0.91124,0.87152,0.91934,0.53833,1.43962,0.61991,1.26664,0.00315572,0.00315572,0.00315572
127,7473.22,0.94449,0.45506,0.99063,0.9157,0.86976,0.91917,0.5393,1.43899,0.61957,1.2662,0.00308412,0.00308412,0.00308412
128,7531.86,0.94012,0.45641,0.98479,0.9148,0.87047,0.91874,0.53994,1.43914,0.61907,1.26617,0.003013,0.003013,0.003013
129,7590.46,0.93511,0.45366,0.98536,0.91559,0.87027,0.91978,0.53908,1.43867,0.61887,1.26592,0.00294239,0.00294239,0.00294239
130,7649.13,0.94213,0.45194,0.9864,0.91547,0.8708,0.9199,0.5392,1.43841,0.61814,1.26593,0.0028723,0.0028723,0.0028723
131,7708.05,0.93469,0.45052,0.98721,0.91625,0.8705,0.91996,0.53861,1.43793,0.61744,1.26569,0.00280275,0.00280275,0.00280275
132,7766.81,0.9317,0.44799,0.9797,0.91655,0.8705,0.91995,0.53818,1.43835,0.6178,1.26566,0.00273375,0.00273375,0.00273375
133,7825.32,0.92319,0.44516,0.97793,0.9208,0.8705,0.91984,0.53874,1.4372,0.61825,1.2651,0.00266532,0.00266532,0.00266532
134,7884.04,0.92258,0.44153,0.97928,0.9155,0.87017,0.91965,0.53874,1.43714,0.61831,1.26505,0.00259748,0.00259748,0.00259748
135,7942.73,0.92409,0.44545,0.97804,0.91978,0.87012,0.91959,0.53972,1.43668,0.61883,1.26469,0.00253024,0.00253024,0.00253024
136,8001.64,0.9248,0.44252,0.97988,0.91604,0.86894,0.91924,0.53951,1.43635,0.61902,1.26452,0.00246363,0.00246363,0.00246363
137,8060.53,0.91776,0.43877,0.98006,0.91813,0.86821,0.91948,0.53965,1.43577,0.61918,1.26451,0.00239766,0.00239766,0.00239766
138,8118.75,0.91219,0.43844,0.97807,0.91637,0.8683,0.91942,0.53992,1.43621,0.6192,1.26465,0.00233234,0.00233234,0.00233234
139,8177.66,0.91122,0.43555,0.97819,0.91695,0.87079,0.91978,0.54049,1.43608,0.61895,1.26465,0.00226769,0.00226769,0.00226769
140,8236.29,0.90597,0.43621,0.97477,0.91705,0.8702,0.91981,0.53993,1.43589,0.61865,1.26459,0.00220372,0.00220372,0.00220372
141,8295.38,0.90494,0.43005,0.97254,0.91591,0.87161,0.92011,0.53914,1.43544,0.61877,1.26437,0.00214046,0.00214046,0.00214046
142,8354.29,0.90852,0.4357,0.97597,0.91595,0.87124,0.92044,0.54082,1.43493,0.61882,1.26438,0.00207792,0.00207792,0.00207792
143,8412.66,0.90535,0.43344,0.97238,0.91606,0.8703,0.92066,0.54148,1.43444,0.61913,1.26409,0.00201611,0.00201611,0.00201611
144,8471.57,0.89326,0.42772,0.96311,0.91704,0.86932,0.92049,0.5412,1.43427,0.61898,1.2641,0.00195505,0.00195505,0.00195505
145,8530.3,0.89753,0.42876,0.97003,0.9117,0.87094,0.92071,0.54131,1.43468,0.6185,1.26408,0.00189475,0.00189475,0.00189475
146,8589.48,0.89505,0.43022,0.96754,0.91494,0.8715,0.92079,0.54154,1.43428,0.61821,1.26341,0.00183523,0.00183523,0.00183523
147,8648.6,0.88884,0.42527,0.96595,0.91426,0.87143,0.9204,0.54177,1.43401,0.61805,1.26335,0.00177651,0.00177651,0.00177651
148,8707.27,0.88991,0.42453,0.96496,0.91428,0.87167,0.92052,0.54237,1.4341,0.61764,1.26321,0.00171859,0.00171859,0.00171859
149,8766.33,0.88634,0.42272,0.96646,0.91187,0.87136,0.92028,0.54162,1.43401,0.61764,1.26316,0.00166149,0.00166149,0.00166149
